,Amount,Count
2001,666800.0,44
2002,203296.0,45
2003,84262.0,26
2004,12950.0,45
2005,154501.0,48
2006,12300.0,38
2007,92769.0,40
2008,121090.0,24
2009,24200.0,11
2010,10000.0,46
2011,15800.0,18
2012,17040.0,18
2013,38650.0,30
2014,295526.7,36
2015,140639.0,21
2016,145752.0,24
2017,34225.0,29
2018,63212.0,28
2019,43337.5,32
2020,15000.0,3
