Program,State,CD,Facilities,Percent
CAA,IN,,151,8.251366120218579
CWA,IN,,899,7.671303012202406
RCRA,IN,,189,2.175414364640884
CAA,IN,5,8,7.766990291262135
CWA,IN,5,65,4.818383988139362
RCRA,IN,5,14,1.8617021276595744
