,Amount,Count
2001,0.0,1
2002,125000.0,2
2003,0.0,0
2004,0.0,2
2005,0.0,3
2006,0.0,1
2007,0.0,1
2008,0.0,7
2009,0.0,1
2010,0.0,4
2011,0.0,3
2012,0.0,1
2013,0.0,0
2014,0.0,1
2015,0.0,0
2016,0.0,3
2017,0.0,1
2018,0.0,3
2019,0.0,4
