Date,Amount,Count
2001,508460.0,254
2002,811165.0,308
2003,2506117.0,396
2004,376894.0,319
2005,498396.0,335
2006,1268796.88,355
2007,15353594.08,318
2008,867802.76,268
2009,3655440.21,437
2010,1812997.5,417
2011,2134344.63,345
2012,1525411.21,373
2013,1600510.25,396
2014,3722382.7,348
2015,2786453.25,376
2016,2368968.94,357
2017,1978381.0,300
2018,1275173.5,212
2019,4322981.0,237
2020,361867.0,877
