Date,Count
2001,40
2002,29
2003,36
2004,72
2005,30
2006,44
2007,32
2008,44
2009,38
2010,58
2011,33
2012,83
2013,17
2014,23
2015,5
2016,10
2017,13
2018,15
2019,11
2020,1
