Date,Sum_District,Sum_State
2010,2479578.46,160310219.86750698
2011,2075517.4340000004,155004934.429913
2012,2011735.3920000002,147561574.14123592
2013,1746193.7980000002,144316140.66700011
2014,2189325.492,150201837.15290618
2015,2333573.648,147681033.13669476
2016,2968743.546,148208305.3978589
2017,2354167.0379999997,146776557.02152318
2018,2331645.702,148107518.19733655
