Date,Amount,Count
2001,0.0,6
2002,0.0,5
2003,0.0,9
2004,0.0,10
2005,14700.0,5
2006,500.0,3
2007,0.0,0
2008,5100.0,1
2009,25200.0,2
2010,26440.0,6
2011,91740.0,3
2012,180087.0,4
2013,28439.0,2
2014,99351.0,5
2015,82738.0,8
2016,60405.0,5
2017,44668.0,4
2018,62625.0,2
2019,875.0,1
2020,12500.0,5
