Date,Amount,Count
2001,11875,5
2002,5625,3
2003,738373,8
2004,47403,5
2005,0,0
2006,70200,3
2007,303490,14
2008,509800,8
2009,106300,7
2010,207500,7
2011,797493,11
2012,38060,5
2013,0,0
2014,366332,4
2015,2438,1
2016,27375,3
2017,21750,2
2018,8663,1
2019,206083,1
2020,189600,2
