Year,Violations
2001,131
2002,116
2003,193
2004,132
2005,158
2006,163
2007,227
2008,190
2009,211
2010,336
2011,281
2012,301
2013,264
2014,319
2015,321
2016,233
2017,201
2018,140
2019,230
2020,109
