Date,Sum
2010,59934939.14100001
2011,65158067.084
2012,67566646.53800003
2013,67943831.23600002
2014,63108303.41199996
2015,63495319.397999994
2016,58770134.249999985
2017,61450663.26399997
2018,60886338.775999926
