Year,Violations
2001,573
2002,310
2003,350
2004,287
2005,260
2006,270
2007,295
2008,407
2009,474
2010,530
2011,498
2012,493
2013,634
2014,620
2015,724
2016,695
2017,774
2018,689
2019,697
2020,453
