Date,Sum
2010,392618781.51064694
2011,454399386.5906877
2012,442949754.5115475
2013,459158642.17809796
2014,463001112.7290405
2015,452140104.0811646
2016,480400508.38756
2017,479064156.95789254
2018,492029365.3983209
