Date,Count
2001,1
2002,3
2003,5
2004,10
2005,6
2006,8
2007,12
2008,8
2009,1
2010,0
2011,1
2012,0
2013,2
2014,8
2015,22
2016,33
2017,38
2018,23
2019,22
2020,6
