Date,Count
2001,284
2002,214
2003,257
2004,298
2005,296
2006,420
2007,286
2008,292
2009,577
2010,510
2011,328
2012,398
2013,214
2014,182
2015,193
2016,172
2017,161
2018,173
2019,146
2020,47
