Program,State,CD,Facilities,Percent
CAA,PA,,145,1.6376778857013778
CWA,PA,,2327,12.080153662461713
RCRA,PA,,117,0.5120574204560375
CAA,PA,18,13,2.1848739495798317
CWA,PA,18,142,12.294372294372295
RCRA,PA,18,10,0.6493506493506493
