Date,Sum
2010,6414965.28
2011,5845995.7979999995
2012,5910990.669999999
2013,6213387.723999998
2014,6491294.938000002
2015,5168246.080000001
2016,5927487.3659999985
2017,5861811.822000002
2018,6167159.3620000025
