Program,State,CD,Facilities,Percent
CAA,WA,,17,2.401129943502825
CWA,WA,,2954,72.06635764820687
RCRA,WA,,154,4.068692206076618
CAA,WA,5,1,1.8181818181818181
CWA,WA,5,160,78.43137254901961
RCRA,WA,5,17,4.9853372434017595
