Date,Count
2001,159
2002,186
2003,205
2004,159
2005,155
2006,156
2007,169
2008,205
2009,213
2010,205
2011,254
2012,245
2013,226
2014,228
2015,229
2016,179
2017,188
2018,216
2019,188
2020,81
