Program,State,CD,Facilities,Percent
CAA,MI,,98,3.414634146341464
CWA,MI,,1364,42.39975132110662
RCRA,MI,,467,1.9312683511848143
CAA,MI,12,7,5.511811023622047
CWA,MI,12,64,44.75524475524475
RCRA,MI,12,26,1.6424510423247
