Date,Sum_District,Sum_State
2010,10342123.637432,17121938.016806997
2011,7348894.081250999,14360198.788134994
2012,7780618.971651,15078229.015460996
2013,9681280.382000001,16962688.434400007
2014,8903743.85,16025306.880406005
2015,9144209.034000004,16248978.84106
2016,8308988.281999999,14935754.381579002
2017,8335057.737999999,14784824.142067997
2018,9115689.596,15634893.587075995
