Date,Sum_District,Sum_State
2010,58421848.09862498,158000438.54859495
2011,54628182.865325,152226637.99525255
2012,49392048.734032005,136059139.74821326
2013,53009879.162,139710236.56099996
2014,56241924.28400003,139772498.96399993
2015,48471418.79600001,122674620.66999993
2016,46822086.05400001,118936524.57599995
2017,47715995.594,118932829.20099999
2018,49408508.237999976,116049037.6908
