Date,Count
2001,16
2002,21
2003,14
2004,3
2005,8
2006,9
2007,14
2008,31
2009,31
2010,27
2011,38
2012,51
2013,41
2014,35
2015,19
2016,26
2017,9
2018,6
2019,5
2020,1
