Date,Count
2001,0
2002,4
2003,3
2004,1
2005,0
2006,1
2007,2
2008,4
2009,2
2010,5
2011,3
2012,2
2013,1
2014,0
2015,0
2016,2
2017,1
2018,0
2019,0
2020,1
