Date,Sum_District,Sum_State
2010,292078.762,54701169.98327703
2011,245048.934,52220518.26050401
2012,182576.254,50817430.213981025
2013,177460.296,48201163.73810001
2014,185985.29200000002,48480428.24079401
2015,189396.49400000004,47324630.599094056
2016,190686.72999999998,44152001.96289398
2017,173308.44,38786629.54329702
2018,182193.718,41531488.355494015
