Program,State,CD,Facilities,Percent
CAA,CA,,308,13.218884120171673
CWA,CA,,2277,12.48971532005924
RCRA,CA,,632,0.2983933031477661
CAA,CA,44,9,10.0
CWA,CA,44,125,18.436578171091444
RCRA,CA,44,27,1.2129380053908356
