Year,Violations
2001,439
2002,491
2003,456
2004,468
2005,455
2006,453
2007,643
2008,1015
2009,941
2010,879
2011,738
2012,861
2013,820
2014,931
2015,954
2016,1057
2017,1185
2018,1206
2019,1216
2020,742
