Date,Sum
2010,111358266.98339602
2011,103219764.90904596
2012,91216156.67815307
2013,89233161.29800011
2014,95641134.02599995
2015,91110201.5699999
2016,91724236.922
2017,84654743.26200004
2018,85376399.21999997
