Year,Violations
2001,96
2002,80
2003,149
2004,109
2005,140
2006,252
2007,278
2008,159
2009,134
2010,225
2011,241
2012,190
2013,132
2014,136
2015,106
2016,99
2017,125
2018,105
2019,82
2020,56
