Year,Violations
2001,1041
2002,748
2003,735
2004,1104
2005,1465
2006,1528
2007,1465
2008,1512
2009,1272
2010,1176
2011,1198
2012,1033
2013,830
2014,744
2015,958
2016,856
2017,2342
2018,9087
2019,16517
2020,11275
2030,1
