Date,Count
2001,28
2002,40
2003,43
2004,25
2005,61
2006,66
2007,73
2008,62
2009,112
2010,66
2011,70
2012,43
2013,46
2014,47
2015,49
2016,53
2017,42
2018,19
2019,26
2020,2
