Date,Sum
2010,59898541.746583015
2011,57701661.20299999
2012,54072766.957412
2013,48299688.058
2014,53509897.48099997
2015,50018869.947000004
2016,47908381.07400001
2017,43830034.24900003
2018,47411641.734
