Date,Sum_District,Sum_State
2010,15872863.85464,53003625.803733006
2011,13382769.945999999,51550708.593921974
2012,10844385.886836998,48290342.590430014
2013,13658354.770000001,54527577.5458
2014,14191021.192,54218429.36180004
2015,13248629.52,54668794.69870002
2016,12572010.173999999,56778459.98509997
2017,9372793.441999998,50770113.49050002
2018,8300750.57,52277893.242899984
