Year,Violations
2001,2
2002,3
2003,3
2004,26
2005,31
2006,26
2007,25
2008,18
2009,21
2010,1
2011,1
2012,0
2013,2
2014,5
2015,7
2016,8
2017,2
2018,157
2019,274
2020,177
