Date,Count
2001,8
2002,6
2003,9
2004,11
2005,4
2006,9
2007,8
2008,5
2009,7
2010,6
2011,6
2012,2
2013,4
2014,5
2015,4
2016,1
2017,6
2018,13
2019,19
2020,5
