Program,State,CD,Facilities,Percent
CAA,OH,,52,0.7229250660364243
CWA,OH,,1940,52.136522440204246
RCRA,OH,,225,1.1557427573453873
CAA,OH,6,3,0.5119453924914675
CWA,OH,6,227,50.89686098654709
RCRA,OH,6,18,1.62748643761302
