Year,Violations
2001,10
2002,18
2003,22
2004,30
2005,21
2006,30
2007,33
2008,38
2009,11
2010,20
2011,16
2012,5
2013,2
2014,6
2015,23
2016,30
2017,16
2018,3
2019,4
2020,4
