Date,Sum_District,Sum_State
2010,244786.532,392618781.51064694
2011,1406923.7500000005,454399386.5906877
2012,1731199.094,442949754.5115475
2013,1636329.8100000003,459158642.17809796
2014,1505284.7519999999,463001112.7290405
2015,1471869.612,452140104.0811646
2016,1905062.476,480400508.38756
2017,2781060.302,479064156.95789254
2018,2939456.0919999997,492029365.3983209
