Year,Violations
2001,2
2002,0
2003,4
2004,14
2005,34
2006,75
2007,114
2008,147
2009,143
2010,88
2011,46
2012,37
2013,114
2014,100
2015,121
2016,92
2017,129
2018,188
2019,209
2020,156
