Date,Count
2001,127
2002,203
2003,272
2004,230
2005,213
2006,227
2007,200
2008,183
2009,192
2010,170
2011,154
2012,162
2013,156
2014,185
2015,136
2016,167
2017,168
2018,175
2019,135
2020,73
