Date,Amount,Count
2001,676300.0,42
2002,297500.0,41
2003,596612.0,59
2004,199475.0,47
2005,342400.0,68
2006,947975.0,66
2007,1034000.0,43
2008,120925.0,47
2009,765300.0,54
2010,405700.0,29
2011,164420.0,22
2012,5922470.0,34
2013,85400.0,36
2014,600200.0,32
2015,160200.0,42
2016,80075.0,31
2017,29625.0,29
2018,160945.0,43
2019,158475.0,50
2020,8100.0,6
