Date,Amount,Count
2001,368500,19
2002,280700,15
2003,537400,35
2004,195100,30
2005,342400,50
2006,918750,43
2007,1030000,24
2008,82600,28
2009,729550,28
2010,390950,21
2011,164420,15
2012,5901645,19
2013,62400,18
2014,139300,15
2015,126600,16
2016,51750,8
2017,2300,2
2018,28495,7
2019,82800,7
