Year,Violations
2001,674
2002,745
2003,969
2004,887
2005,862
2006,860
2007,985
2008,1778
2009,1723
2010,1423
2011,1449
2012,1590
2013,1694
2014,2135
2015,2591
2016,2514
2017,2043
2018,2043
2019,2080
2020,1265
