Program,State,CD,Facilities,Percent
CAA,OK,,33,0.23616975595791884
CWA,OK,,425,40.32258064516129
RCRA,OK,,23,0.6672468813460981
CAA,OK,2,6,0.2850356294536817
CWA,OK,2,176,47.82608695652174
RCRA,OK,2,3,0.7731958762886598
