Date,Sum
2010,160310219.86750698
2011,155004934.429913
2012,147561574.14123592
2013,144316140.66700011
2014,150201837.15290618
2015,147681033.13669476
2016,148208305.3978589
2017,146776557.02152318
2018,148107518.19733655
