Date,Count
2001,3
2002,1
2003,3
2004,1
2005,0
2006,1
2007,4
2008,7
2009,2
2010,2
2011,1
2012,3
2013,1
2014,1
2015,4
2016,3
2017,3
2018,2
2019,5
2020,1
