Date,Count
2001,173
2002,515
2003,1398
2004,1633
2005,1390
2006,1497
2007,1252
2008,1257
2009,1324
2010,1489
2011,1108
2012,1341
2013,1726
2014,1795
2015,1731
2016,1270
2017,883
2018,980
2019,1185
2020,254
