Date,Count
2001,427
2002,1034
2003,811
2004,936
2005,919
2006,947
2007,1058
2008,1099
2009,829
2010,875
2011,958
2012,970
2013,832
2014,745
2015,688
2016,802
2017,731
2018,699
2019,891
2020,464
