Date,Sum
2010,37625182.15062596
2011,37729505.64025
2012,39181132.53563301
2013,37563046.452
2014,38102508.22400001
2015,41378757.89999998
2016,40078948.58199998
2017,40374398.62200002
2018,44390361.82006571
