Program,State,CD,Facilities,Percent
CAA,MO,,9,0.19392372333548805
CWA,MO,,3328,31.047672357496037
RCRA,MO,,238,3.834998388656139
CAA,MO,7,2,0.4629629629629629
CWA,MO,7,428,25.75210589651023
RCRA,MO,7,21,3.3333333333333335
