,Amount,Count
2001,1006520.0,20
2002,53438.0,26
2003,750.0,41
2004,699511.0,36
2005,51223.0,28
2006,61260.0,25
2007,71631.0,36
2008,43972.0,41
2009,58044.5,21
2010,28513.0,24
2011,8150.0,29
2012,18470.0,27
2013,791340.0,39
2014,34650.0,17
2015,224650.0,47
2016,59928.0,20
2017,295200.0,18
2018,73505.0,18
2019,655975.0,46
2020,572274.9,25
