Year,Violations
2001,12
2002,14
2003,18
2004,19
2005,14
2006,13
2007,25
2008,28
2009,51
2010,63
2011,71
2012,38
2013,49
2014,103
2015,111
2016,224
2017,170
2018,212
2019,305
2020,170
