Date,Count
2001,0
2002,15
2003,6
2004,27
2005,25
2006,7
2007,33
2008,36
2009,37
2010,18
2011,17
2012,15
2013,13
2014,10
2015,8
2016,12
2017,15
2018,14
2019,9
2020,4
