Program,State,CD,Facilities,Percent
CAA,CO,,57,0.2015915119363395
CWA,CO,,2150,10.424242424242426
RCRA,CO,,56,0.42254583867803513
CAA,CO,1,0,0.0
CWA,CO,1,178,10.028169014084506
RCRA,CO,1,16,0.631163708086785
