Date,Sum
2010,118350952.61251096
2011,128117709.69599997
2012,119821992.93815
2013,118426500.04499991
2014,118729048.98000002
2015,112135880.28679998
2016,104259472.441
2017,98759955.37870009
2018,101073805.74109997
