Date,Sum
2010,112237452.11440237
2011,111471552.27011228
2012,123026204.84424603
2013,122957830.8989999
2014,123607832.87198098
2015,119545675.77058204
2016,110809832.73011795
2017,107054180.31674504
2018,108394920.90080598
