Program,State,CD,Facilities,Percent
CAA,CA,,308,13.218884120171673
CWA,CA,,2277,12.48971532005924
RCRA,CA,,632,0.2983933031477661
CAA,CA,9,18,20.930232558139537
CWA,CA,9,85,22.193211488250654
RCRA,CA,9,23,1.4790996784565917
