Year,Violations
2001,33
2002,28
2003,13
2004,2
2005,3
2006,1
2007,0
2008,0
2009,1
2010,5
2011,15
2012,14
2013,10
2014,14
2015,1
2016,1
2017,27
2018,108
2019,138
2020,72
