Date,Count
2001,30
2002,137
2003,116
2004,107
2005,132
2006,125
2007,80
2008,104
2009,89
2010,91
2011,100
2012,102
2013,104
2014,37
2015,22
2016,26
2017,28
2018,26
2019,44
2020,7
