Program,State,CD,Facilities,Percent
CAA,MI,,98,3.414634146341464
CWA,MI,,1364,42.39975132110662
RCRA,MI,,467,1.9312683511848143
CAA,MI,7,11,4.824561403508771
CWA,MI,7,160,51.94805194805194
RCRA,MI,7,62,4.363124560168895
