Date,Count
2001,121
2002,125
2003,67
2004,8
2005,3
2006,27
2007,14
2008,79
2009,143
2010,145
2011,92
2012,110
2013,46
2014,53
2015,52
2016,60
2017,76
2018,69
2019,94
2020,55
