Year,Violations
2001,654
2002,695
2003,708
2004,739
2005,984
2006,1245
2007,1149
2008,1258
2009,1210
2010,1218
2011,1254
2012,1377
2013,1581
2014,2009
2015,3235
2016,4291
2017,2800
2018,2675
2019,2665
2020,1970
