Date,Amount,Count
2001,324650.0,71
2002,201500.0,69
2003,471306.0,130
2004,220175.0,145
2005,1645089.0,118
2006,92300.0,59
2007,574816.0,139
2008,1558315.0,160
2009,707263.0,80
2010,2081211.0,34
2011,405721.65,29
2012,2082149.0,75
2013,285967.0,103
2014,5704480.0,167
2015,844641.0,133
2016,1264840.0,33
2017,468000.0,41
2018,276364.0,55
2019,220160.0,65
2020,0.0,30
