Date,Sum
2010,142250851.97105503
2011,156561165.0192998
2012,153233423.52200013
2013,150003094.1399999
2014,149788437.00000003
2015,150201299.9261999
2016,150113646.80399996
2017,152021365.52100003
2018,156768065.1294605
