Date,Count
2001,11
2002,10
2003,5
2004,1
2005,0
2006,2
2007,0
2008,0
2009,4
2010,5
2011,0
2012,5
2013,4
2014,4
2015,16
2016,28
2017,13
2018,14
2019,9
2020,3
